time_ms,temp_C,tec_pwm,pump_pwm,mode
1105078,13.75,64,75,PID
1107078,13.75,64,75,PID
1109078,13.75,64,75,PID
1111078,13.75,64,75,PID
1113078,13.75,64,75,PID
1115078,13.75,64,75,PID
1117078,13.75,64,75,PID
1119078,13.75,64,75,PID
1121078,13.75,64,75,PID
1123078,13.75,64,75,PID
1125078,13.75,64,75,PID
1127078,13.75,64,75,PID
1129078,13.75,64,75,PID
1131078,13.75,64,75,PID
1133078,13.75,64,75,PID
1135078,13.69,64,75,PID
1137078,13.75,64,75,PID
1139078,13.75,64,75,PID
1141078,13.69,64,75,PID
1143078,13.69,64,75,PID
1145078,13.75,64,75,PID
1147078,13.69,64,75,PID
1149078,13.69,64,75,PID
1151078,13.69,64,75,PID
1153078,13.69,64,75,PID
1155078,13.69,64,75,PID
1157078,13.69,64,75,PID
1159078,13.69,64,75,PID
1161078,13.69,64,75,PID
1163078,13.69,64,75,PID
1165078,13.69,64,75,PID
1167078,13.69,64,75,PID
1169078,13.69,64,75,PID
1171078,13.69,64,75,PID
1173078,13.69,64,75,PID
1175078,13.69,64,75,PID
1177078,13.69,64,75,PID
1179078,13.69,64,75,PID
1181078,13.69,64,75,PID
1183078,13.69,64,75,PID
1185078,13.69,64,75,PID
1187078,13.69,64,75,PID
1189078,13.69,64,75,PID
1191078,13.69,64,75,PID
1193078,13.69,64,75,PID
1195078,13.69,64,75,PID
1197078,13.69,64,75,PID
1199078,13.69,64,75,PID
1201078,13.69,64,75,PID
1203078,13.69,64,75,PID
1205078,13.63,64,75,PID
1207078,13.63,64,75,PID
1209078,13.69,64,75,PID
1211078,13.63,64,75,PID
1213078,13.63,64,75,PID
1215078,13.69,64,75,PID
1217078,13.63,64,75,PID
1219078,13.63,64,75,PID
1221078,13.63,64,75,PID
1223078,13.63,64,75,PID
1225078,13.63,64,75,PID
1227078,13.63,64,75,PID
1229078,13.63,64,75,PID
1231078,13.63,64,75,PID
1233078,13.63,64,75,PID
1235078,13.63,64,75,PID
1237078,13.63,64,75,PID
1239078,13.63,64,75,PID
1241078,13.63,64,75,PID
1243078,13.63,64,75,PID
1245078,13.63,64,75,PID
1247078,13.63,64,75,PID
1249078,13.63,64,75,PID
1251078,13.63,64,75,PID
1253078,13.63,64,75,PID
1255078,13.63,64,75,PID
1257078,13.63,64,75,PID
1259078,13.63,64,75,PID
1261078,13.63,64,75,PID
1263078,13.63,64,75,PID
1265078,13.63,64,75,PID
1267078,13.63,64,75,PID
1269078,13.63,64,75,PID
1271078,13.63,64,75,PID
1273078,13.63,64,75,PID
1275078,13.63,64,75,PID
1277078,13.63,64,75,PID
1279078,13.63,64,75,PID
1281078,13.63,64,75,PID
1283078,13.56,64,75,PID
1285078,13.63,64,75,PID
1287078,13.56,64,75,PID
1289078,13.56,64,75,PID
1291078,13.56,64,75,PID
1293078,13.56,64,75,PID
1295078,13.56,64,75,PID
1297078,13.56,64,75,PID
1299078,13.56,64,75,PID
1301078,13.56,64,75,PID
1303078,13.56,64,75,PID
1305078,13.56,64,75,PID
1307078,13.56,64,75,PID
1309078,13.56,64,75,PID
1311078,13.56,64,75,PID
1313078,13.56,64,75,PID
1315078,13.56,64,75,PID
1317078,13.56,64,75,PID
1319078,13.56,64,75,PID
1321078,13.56,64,75,PID
1323078,13.56,64,75,PID
1325078,13.56,64,75,PID
1327078,13.56,64,75,PID
1329078,13.56,64,75,PID
1331078,13.56,64,75,PID
1333078,13.56,64,75,PID
1335078,13.56,64,75,PID
1337078,13.56,64,75,PID
1339078,13.56,64,75,PID
1341078,13.56,64,75,PID
1343078,13.56,64,75,PID
1345078,13.56,64,75,PID
1347078,13.56,64,75,PID
1349078,13.56,64,75,PID
1351078,13.56,64,75,PID
1353078,13.56,64,75,PID
1355078,13.56,64,75,PID
1357078,13.56,64,75,PID
1359078,13.5,64,75,PID
1361078,13.5,64,75,PID
1363078,13.56,64,75,PID
1365078,13.5,64,75,PID
1367078,13.5,64,75,PID
1369078,13.5,64,75,PID
1371078,13.5,64,75,PID
1373078,13.5,64,75,PID
1375078,13.5,64,75,PID
1377078,13.5,64,75,PID
1379078,13.5,64,75,PID
1381078,13.5,64,75,PID
1383078,13.5,64,75,PID
1385078,13.5,64,75,PID
1387078,13.5,64,75,PID
1389078,13.5,64,75,PID
1391078,13.5,64,75,PID
1393078,13.5,64,75,PID
1395078,13.5,64,75,PID
1397078,13.5,64,75,PID
1399078,13.5,64,75,PID
1401078,13.5,64,75,PID
1403078,13.5,64,75,PID
1405078,13.5,64,75,PID
1407078,13.5,64,75,PID
1409078,13.5,64,75,PID
1411078,13.5,64,75,PID
1413078,13.5,64,75,PID
1415078,13.5,64,75,PID
1417078,13.5,64,75,PID
1419078,13.5,64,75,PID
1421078,13.5,64,75,PID
1423078,13.5,64,75,PID
1425078,13.5,64,75,PID
1427078,13.5,64,75,PID
1429078,13.5,64,75,PID
1431078,13.5,64,75,PID
1433078,13.5,64,75,PID
1435078,13.5,64,75,PID
1437078,13.5,64,75,PID
1439078,13.5,64,75,PID
1441078,13.5,64,75,PID
1443078,13.44,64,75,PID
1445078,13.44,64,75,PID
1447078,13.5,64,75,PID
1449078,13.5,64,75,PID
1451078,13.44,64,75,PID
1453078,13.44,64,75,PID
1455078,13.44,64,75,PID
1457078,13.44,64,75,PID
1459078,13.44,64,75,PID
1461078,13.44,64,75,PID
1463078,13.44,64,75,PID
1465078,13.44,64,75,PID
1467078,13.44,64,75,PID
1469078,13.44,64,75,PID
1471078,13.44,64,75,PID
1473078,13.44,64,75,PID
1475078,13.44,64,75,PID
1477078,13.44,64,75,PID
1479078,13.44,64,75,PID
1481078,13.44,64,75,PID
1483078,13.44,64,75,PID
1485078,13.44,64,75,PID
1487078,13.44,64,75,PID
1489078,13.44,64,75,PID
1491078,13.44,64,75,PID
1493078,13.44,64,75,PID
1495078,13.44,64,75,PID
1497078,13.44,64,75,PID
1499078,13.44,64,75,PID
1501078,13.44,64,75,PID
1503078,13.44,64,75,PID
1505078,13.44,64,75,PID
1507078,13.44,64,75,PID
1509078,13.44,64,75,PID
1511078,13.44,64,75,PID
1513078,13.44,64,75,PID
1515078,13.38,64,75,PID
1517078,13.38,64,75,PID
1519078,13.44,64,75,PID
1521078,13.44,64,75,PID
1523078,13.44,64,75,PID
1525078,13.44,64,75,PID
1527078,13.44,64,75,PID
1529078,13.44,64,75,PID
1531078,13.38,64,75,PID
1533078,13.38,64,75,PID
1535078,13.38,64,75,PID
1537078,13.38,64,75,PID
1539078,13.38,64,75,PID
1541078,13.38,64,75,PID
1543078,13.38,64,75,PID
1545078,13.38,64,75,PID
1547078,13.38,64,75,PID
1549078,13.38,64,75,PID
1551078,13.38,64,75,PID
1553078,13.38,64,75,PID
1555078,13.38,64,75,PID
1557078,13.38,64,75,PID
1559078,13.38,64,75,PID
1561078,13.38,64,75,PID
1563078,13.38,64,75,PID
1565078,13.38,64,75,PID
1569078,13.38,64,75,PID
1571078,13.38,64,75,PID
1573078,13.38,64,75,PID
1575078,13.38,64,75,PID
1577078,13.38,64,75,PID
1579078,13.38,64,75,PID
1581078,13.38,64,75,PID
1583078,13.38,64,75,PID
1585078,13.38,64,75,PID
1587078,13.38,64,75,PID
1589078,13.38,64,75,PID
1591078,13.38,64,75,PID
1593078,13.38,64,75,PID
1595078,13.38,64,75,PID
1597078,13.38,64,75,PID
1599078,13.38,64,75,PID
1601078,13.38,64,75,PID
1603078,13.38,64,75,PID
1605078,13.38,64,75,PID
1607078,13.38,64,75,PID
1609078,13.31,64,75,PID
1611078,13.31,64,75,PID
1613078,13.31,64,75,PID
1615078,13.31,64,75,PID
1617078,13.38,64,75,PID
1619078,13.31,64,75,PID
1621078,13.31,64,75,PID
1623078,13.31,64,75,PID
1625078,13.31,64,75,PID
1627078,13.31,64,75,PID
1629078,13.31,64,75,PID
1631078,13.31,64,75,PID
1633078,13.31,64,75,PID
1635078,13.31,64,75,PID
1637078,13.31,64,75,PID
1639078,13.31,64,75,PID
1641078,13.31,64,75,PID
1643078,13.31,64,75,PID
1645078,13.31,64,75,PID
1647078,13.31,64,75,PID
1649078,13.31,64,75,PID
1651078,13.31,64,75,PID
1653078,13.31,64,75,PID
1655078,13.31,64,75,PID
1657078,13.31,64,75,PID
1659078,13.31,64,75,PID
1661078,13.31,64,75,PID
1663078,13.31,64,75,PID
1665078,13.31,64,75,PID
1667078,13.31,64,75,PID
1669078,13.31,64,75,PID
1671078,13.31,64,75,PID
1673078,13.31,64,75,PID
1675078,13.31,64,75,PID
1677078,13.31,64,75,PID
1679078,13.31,64,75,PID
1683078,13.31,64,75,PID
1685078,13.31,64,75,PID
1687078,13.31,64,75,PID
1689078,13.31,64,75,PID
1691078,13.31,64,75,PID
1693078,13.25,64,75,PID
1695078,13.31,64,75,PID
1699078,13.31,64,75,PID
1701078,13.31,64,75,PID
1703078,13.25,64,75,PID
1705078,13.25,64,75,PID
1707078,13.31,64,75,PID
1709078,13.25,64,75,PID
1711078,13.25,64,75,PID
1713078,13.25,64,75,PID
1715078,13.25,64,75,PID
1717078,13.25,64,75,PID
1719078,13.25,64,75,PID
1721078,13.25,64,75,PID
1723078,13.25,64,75,PID
1725078,13.25,64,75,PID
1727078,13.25,64,75,PID
1729078,13.25,64,75,PID
1731078,13.25,64,75,PID
1733078,13.25,64,75,PID
1735078,13.25,64,75,PID
1737078,13.25,64,75,PID
1739078,13.25,64,75,PID
1741078,13.25,64,75,PID
1743078,13.25,64,75,PID
1745078,13.25,64,75,PID
1747078,13.25,64,75,PID
1749078,13.25,64,75,PID
1751078,13.25,64,75,PID
1753078,13.25,64,75,PID
1755078,13.25,64,75,PID
1757078,13.25,64,75,PID
1759078,13.25,64,75,PID
1761078,13.25,64,75,PID
1763078,13.25,64,75,PID
1765078,13.25,64,75,PID
1767078,13.25,64,75,PID
1769078,13.25,64,75,PID
1771078,13.25,64,75,PID
1773078,13.25,64,75,PID
1775078,13.25,64,75,PID
1777078,13.25,64,75,PID
1779078,13.25,64,75,PID
1781078,13.25,64,75,PID
1783078,13.25,64,75,PID
1785078,13.25,64,75,PID
1787078,13.25,64,75,PID
1789078,13.25,64,75,PID
1793078,13.25,64,75,PID
1795078,13.19,64,75,PID
1797078,13.25,64,75,PID
1799078,13.19,64,75,PID
1801078,13.19,64,75,PID
1803078,13.25,64,75,PID
1805078,13.25,64,75,PID
1807078,13.19,64,75,PID
1809078,13.19,64,75,PID
1811078,13.19,64,75,PID
1813078,13.19,64,75,PID
1815078,13.19,64,75,PID
1817078,13.19,64,75,PID
1819078,13.19,64,75,PID
1821078,13.19,64,75,PID
1823078,13.19,64,75,PID
1825078,13.19,64,75,PID
1827078,13.19,64,75,PID
1829078,13.19,64,75,PID
1831078,13.19,64,75,PID
1833078,13.19,64,75,PID
1835078,13.19,64,75,PID
1837078,13.19,64,75,PID
1839078,13.19,64,75,PID
1841078,13.19,64,75,PID
1843078,13.19,64,75,PID
1845078,13.19,64,75,PID
1847078,13.19,64,75,PID
1849078,13.19,64,75,PID
1851078,13.19,64,75,PID
1853078,13.19,64,75,PID
1855078,13.19,64,75,PID
1857078,13.19,64,75,PID
1859078,13.19,64,75,PID
1861078,13.19,64,75,PID
1863078,13.19,64,75,PID
1865078,13.19,64,75,PID
1867078,13.19,64,75,PID
1869078,13.19,64,75,PID
1871078,13.19,64,75,PID
1873078,13.19,64,75,PID
1875078,13.19,64,75,PID
1877078,13.19,64,75,PID
1879078,13.19,64,75,PID
1881078,13.19,64,75,PID
1883078,13.19,64,75,PID
1885078,13.19,64,75,PID
1887078,13.13,64,75,PID
1889078,13.19,64,75,PID
1891078,13.19,64,75,PID
1893078,13.13,64,75,PID
1895078,13.13,64,75,PID
1897078,13.13,64,75,PID
1899078,13.19,64,75,PID
1901078,13.19,64,75,PID
1903078,13.19,64,75,PID
1905078,13.13,64,75,PID
1907078,13.13,64,75,PID
1909078,13.13,64,75,PID
1911078,13.13,64,75,PID
1913078,13.13,64,75,PID
1915078,13.13,64,75,PID
1917078,13.13,64,75,PID
1919078,13.13,64,75,PID
1921078,13.13,64,75,PID
1923078,13.13,64,75,PID
1925078,13.13,64,75,PID
1927078,13.13,64,75,PID
1929078,13.13,64,75,PID
1931078,13.13,64,75,PID
1933078,13.13,64,75,PID
1935078,13.13,64,75,PID
1939078,13.13,64,75,PID
1941078,13.13,64,75,PID
1943078,13.13,64,75,PID
1945078,13.13,64,75,PID
1947078,13.13,64,75,PID
1949078,13.13,64,75,PID
1951078,13.13,64,75,PID
1953078,13.13,64,75,PID
1955078,13.13,64,75,PID
1957078,13.13,64,75,PID
1959078,13.13,64,75,PID
1961078,13.13,64,75,PID
1963078,13.13,64,75,PID
