time_ms,temp_C,tec_pwm,pump_pwm,mode
12000,19.0,64,128,STABILIZE
14000,19.06,64,128,STABILIZE
16000,19.12,64,128,STABILIZE
18000,19.12,64,128,STABILIZE
20000,19.12,64,128,STABILIZE
22000,19.19,64,128,STABILIZE
24000,19.19,64,128,STABILIZE
26000,19.19,64,128,STABILIZE
28000,19.19,64,128,STABILIZE
30000,19.19,64,128,STABILIZE
32000,19.19,64,128,STABILIZE
34000,19.19,64,128,STABILIZE
36000,19.19,64,128,STABILIZE
38000,19.19,64,128,STABILIZE
40000,19.19,64,128,STABILIZE
42000,19.19,64,128,STABILIZE
44000,19.19,64,128,STABILIZE
46000,19.19,64,128,STABILIZE
340000,19.25,64,128,STABILIZE
342000,19.44,64,128,STABILIZE
344000,19.69,64,128,STABILIZE
346000,19.81,64,128,STABILIZE
348000,19.94,64,128,STABILIZE
350000,20.06,64,128,STABILIZE
352000,20.12,64,128,STABILIZE
354000,20.19,64,128,STABILIZE
356000,20.19,64,128,STABILIZE
358000,20.25,64,128,STABILIZE
360000,20.25,64,128,STABILIZE
362000,20.31,64,128,STABILIZE
364000,20.31,64,128,STABILIZE
366000,20.31,64,128,STABILIZE
368000,20.37,64,128,STABILIZE
370000,20.37,64,128,STABILIZE
372000,20.37,64,128,STABILIZE
374000,20.37,64,128,STABILIZE
376000,20.37,64,128,STABILIZE
378000,20.37,64,128,STABILIZE
380000,20.37,64,128,STABILIZE
382000,20.37,64,128,STABILIZE
384000,20.31,64,128,STABILIZE
386000,20.37,64,128,STABILIZE
388000,20.31,64,128,STABILIZE
390000,20.37,64,128,STABILIZE
392000,20.31,64,128,STABILIZE
394000,20.31,64,128,STABILIZE
396000,20.31,64,128,STABILIZE
398000,20.31,64,128,STABILIZE
400000,20.31,64,128,STABILIZE
402000,20.31,64,128,STABILIZE
404000,20.31,64,128,STABILIZE
406000,20.31,64,128,STABILIZE
408000,20.31,64,128,STABILIZE
410000,20.25,64,128,STABILIZE
412000,20.25,64,128,STABILIZE
414000,20.25,64,128,STABILIZE
416000,20.25,64,128,STABILIZE
418000,20.25,64,128,STABILIZE
420000,20.25,64,128,STABILIZE
422000,20.25,64,128,STABILIZE
424000,20.25,64,128,STABILIZE
426000,20.25,64,128,STABILIZE
428000,20.25,64,128,STABILIZE
430000,20.25,64,128,STABILIZE
432000,20.25,64,128,STABILIZE
434000,20.19,64,128,STABILIZE
436000,20.19,64,128,STABILIZE
438000,20.19,64,128,STABILIZE
440000,20.19,64,128,STABILIZE
442000,20.19,64,128,STABILIZE
444000,20.19,64,128,STABILIZE
446000,20.19,64,128,STABILIZE
448000,20.19,64,128,STABILIZE
450000,20.19,64,128,STABILIZE
452000,20.19,64,128,STABILIZE
454000,20.12,64,128,STABILIZE
456000,20.12,64,128,STABILIZE
458000,20.12,64,128,STABILIZE
460000,20.12,64,128,STABILIZE
462000,20.12,64,128,STABILIZE
464000,20.12,64,128,STABILIZE
466000,20.12,64,128,STABILIZE
468000,20.12,64,128,STABILIZE
470000,20.12,64,128,STABILIZE
472000,20.12,64,128,STABILIZE
474000,20.12,64,128,STABILIZE
476000,20.06,64,128,STABILIZE
478000,20.06,64,128,STABILIZE
480000,20.06,64,128,STABILIZE
482000,20.06,64,128,STABILIZE
484000,20.06,64,128,STABILIZE
486000,20.06,64,128,STABILIZE
488000,20.06,64,128,STABILIZE
490000,20.06,64,128,STABILIZE
492000,20.06,64,128,STABILIZE
494000,20.06,64,128,STABILIZE
496000,20.06,64,128,STABILIZE
498000,20.06,64,128,STABILIZE
500000,20.06,64,128,STABILIZE
502000,20.0,64,128,STABILIZE
504000,20.0,64,128,STABILIZE
506000,20.0,64,128,STABILIZE
508000,20.0,64,128,STABILIZE
510000,20.0,64,128,STABILIZE
512000,20.0,64,128,STABILIZE
514000,20.0,64,128,STABILIZE
516000,20.0,64,128,STABILIZE
518000,20.0,64,128,STABILIZE
520000,20.0,64,128,STABILIZE
522000,20.0,64,128,STABILIZE
524000,20.0,64,128,STABILIZE
526000,20.0,64,128,STABILIZE
528000,19.94,64,128,STABILIZE
530000,20.0,64,128,STABILIZE
532000,19.94,64,128,STABILIZE
534000,19.94,64,128,STABILIZE
536000,19.94,64,128,STABILIZE
538000,19.94,64,128,STABILIZE
540000,19.94,64,128,STABILIZE
542000,19.94,64,128,STABILIZE
544000,19.94,64,128,STABILIZE
546000,19.94,64,128,STABILIZE
548000,19.94,64,128,STABILIZE
550000,19.94,64,128,STABILIZE
552000,19.87,64,128,STABILIZE
554000,19.87,64,128,STABILIZE
556003,19.87,64,128,STABILIZE
558003,19.87,64,128,STABILIZE
560003,19.87,64,128,STABILIZE
562003,19.87,64,128,STABILIZE
564003,19.87,64,128,STABILIZE
566003,19.87,64,128,STABILIZE
568003,19.87,64,128,STABILIZE
570003,19.87,64,128,STABILIZE
572003,19.87,64,128,STABILIZE
574003,19.87,64,128,STABILIZE
576003,19.87,64,128,STABILIZE
578003,19.87,64,128,STABILIZE
580003,19.81,64,128,STABILIZE
582003,19.81,64,128,STABILIZE
584003,19.87,64,128,STABILIZE
586003,19.81,64,128,STABILIZE
588003,19.81,64,128,STABILIZE
590003,19.81,64,128,STABILIZE
592003,19.81,64,128,STABILIZE
594003,19.81,64,128,STABILIZE
596003,19.81,64,128,STABILIZE
598003,19.81,64,128,STABILIZE
600003,19.81,64,128,STABILIZE
602003,19.81,64,128,STABILIZE
604003,19.81,64,128,STABILIZE
606003,19.81,64,128,STABILIZE
608003,19.81,64,128,STABILIZE
610003,19.81,64,128,STABILIZE
612003,19.75,64,128,STABILIZE
614003,19.75,64,128,STABILIZE
616003,19.75,64,128,STABILIZE
618003,19.75,64,128,STABILIZE
620003,19.75,64,128,STABILIZE
622003,19.75,64,128,STABILIZE
624003,19.75,64,128,STABILIZE
626003,19.75,64,128,STABILIZE
628003,19.75,64,128,STABILIZE
630003,19.75,64,128,STABILIZE
632003,19.75,64,128,STABILIZE
634003,19.75,64,128,STABILIZE
636003,19.75,64,128,STABILIZE
638003,19.75,64,128,STABILIZE
640003,19.75,64,128,STABILIZE
642003,19.69,64,128,STABILIZE
644003,19.69,64,128,STABILIZE
646003,19.69,64,128,STABILIZE
648003,19.69,64,128,STABILIZE
650003,19.69,64,128,STABILIZE
652003,19.69,64,128,STABILIZE
654003,19.69,64,128,STABILIZE
656003,19.69,64,128,STABILIZE
658003,19.69,64,128,STABILIZE
660003,19.69,64,128,STABILIZE
662003,19.69,64,128,STABILIZE
664003,19.69,64,128,STABILIZE
666003,19.69,64,128,STABILIZE
668003,19.69,64,128,STABILIZE
670003,19.62,64,128,STABILIZE
672003,19.69,64,128,STABILIZE
674003,19.62,64,128,STABILIZE
676003,19.62,64,128,STABILIZE
678003,19.62,64,128,STABILIZE
680003,19.62,64,128,STABILIZE
682003,19.62,64,128,STABILIZE
684003,19.62,64,128,STABILIZE
686003,19.62,64,128,STABILIZE
688003,19.62,64,128,STABILIZE
690003,19.62,64,128,STABILIZE
692003,19.62,64,128,STABILIZE
694003,19.62,64,128,STABILIZE
696003,19.62,64,128,STABILIZE
698003,19.62,64,128,STABILIZE
