time_ms,temp_C,tec_pwm,pump_pwm,mode,setpoint,created
3890000,20.31,54,128,MODE2,20.0,2026-06-04T09:49:55.988487
3895000,20.31,54,128,MODE2,20.0,2026-06-04T09:50:00.989562
3900000,20.31,54,128,MODE2,20.0,2026-06-04T09:50:05.989461
3905000,20.31,54,128,MODE2,20.0,2026-06-04T09:50:10.990468
3910000,20.31,54,128,MODE2,20.0,2026-06-04T09:50:16.006792
3915000,20.25,48,128,MODE2,20.0,2026-06-04T09:50:20.996238
3920000,20.25,48,128,MODE2,20.0,2026-06-04T09:50:25.986361
3925000,20.25,48,128,MODE2,20.0,2026-06-04T09:50:30.988513
3930000,20.25,48,128,MODE2,20.0,2026-06-04T09:50:35.991386
3935000,20.25,48,128,MODE2,20.0,2026-06-04T09:50:40.993995
3940000,20.25,48,128,MODE2,20.0,2026-06-04T09:50:45.987077
3945000,20.25,48,128,MODE2,20.0,2026-06-04T09:50:50.988950
3950000,20.25,48,128,MODE2,20.0,2026-06-04T09:50:55.992676
3955000,20.25,48,128,MODE2,20.0,2026-06-04T09:51:01.008851
3960000,20.25,48,128,MODE2,20.0,2026-06-04T09:51:05.988296
3965000,20.25,48,128,MODE2,20.0,2026-06-04T09:51:12.363009
3970000,20.25,48,128,MODE2,20.0,2026-06-04T09:51:15.990658
3975000,20.25,48,128,MODE2,20.0,2026-06-04T09:51:20.990315
3980000,20.25,48,128,MODE2,20.0,2026-06-04T09:51:25.989578
3985000,20.25,49,128,MODE2,20.0,2026-06-04T09:51:30.985828
3990000,20.25,49,128,MODE2,20.0,2026-06-04T09:51:35.986379
3995000,20.25,49,128,MODE2,20.0,2026-06-04T09:51:40.986886
4000000,20.19,42,128,MODE2,20.0,2026-06-04T09:51:45.985544
4005000,20.19,42,128,MODE2,20.0,2026-06-04T09:51:50.986780
4010000,20.19,42,128,MODE2,20.0,2026-06-04T09:51:55.986501
4015000,20.19,42,128,MODE2,20.0,2026-06-04T09:52:00.996196
4020000,20.19,42,128,MODE2,20.0,2026-06-04T09:52:05.988878
4025000,20.19,42,128,MODE2,20.0,2026-06-04T09:52:10.987183
4030000,20.19,42,128,MODE2,20.0,2026-06-04T09:52:15.986809
4035000,20.19,43,128,MODE2,20.0,2026-06-04T09:52:20.984903
4040000,20.19,43,128,MODE2,20.0,2026-06-04T09:52:25.984721
4045000,20.19,43,128,MODE2,20.0,2026-06-04T09:52:30.984331
4050000,20.19,43,128,MODE2,20.0,2026-06-04T09:52:35.989126
4055000,20.19,43,128,MODE2,20.0,2026-06-04T09:52:40.991493
4060000,20.19,43,128,MODE2,20.0,2026-06-04T09:52:45.983814
4065000,20.19,43,128,MODE2,20.0,2026-06-04T09:52:50.985805
4070000,20.19,43,128,MODE2,20.0,2026-06-04T09:52:55.986342
4075000,20.19,43,128,MODE2,20.0,2026-06-04T09:53:00.984836
4080000,20.19,43,128,MODE2,20.0,2026-06-04T09:53:05.986770
4085000,20.19,43,128,MODE2,20.0,2026-06-04T09:53:10.981626
4090000,20.12,37,128,MODE2,20.0,2026-06-04T09:53:15.984542
4095000,20.19,43,128,MODE2,20.0,2026-06-04T09:53:20.988196
4100000,20.12,37,128,MODE2,20.0,2026-06-04T09:53:25.991358
4105000,20.12,37,128,MODE2,20.0,2026-06-04T09:53:30.982796
4110000,20.12,37,128,MODE2,20.0,2026-06-04T09:53:35.983058
4115000,20.19,43,128,MODE2,20.0,2026-06-04T09:53:40.985213
4120000,20.19,43,128,MODE2,20.0,2026-06-04T09:53:45.982210
4125000,20.19,43,128,MODE2,20.0,2026-06-04T09:53:50.984931
4130000,20.12,37,128,MODE2,20.0,2026-06-04T09:53:55.982095
4135000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:00.989853
4140000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:05.981754
4145000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:10.981342
4150000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:15.982770
4155000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:20.980326
4160000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:25.983336
4165000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:30.985681
4170000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:35.984171
4175000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:40.982758
4180000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:45.981215
4185000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:50.981555
4190000,20.12,37,128,MODE2,20.0,2026-06-04T09:54:55.980075
4195000,20.12,37,128,MODE2,20.0,2026-06-04T09:55:00.985548
4200000,20.12,37,128,MODE2,20.0,2026-06-04T09:55:05.981683
4205000,20.12,37,128,MODE2,20.0,2026-06-04T09:55:10.981920
4210000,20.12,37,128,MODE2,20.0,2026-06-04T09:55:15.985144
4215000,20.12,37,128,MODE2,20.0,2026-06-04T09:55:20.985261
4220000,20.12,37,128,MODE2,20.0,2026-06-04T09:55:25.981173
4225000,20.12,37,128,MODE2,20.0,2026-06-04T09:55:30.980687
4230000,20.12,38,128,MODE2,20.0,2026-06-04T09:55:35.979074
4235000,20.12,38,128,MODE2,20.0,2026-06-04T09:55:40.979936
4240000,20.12,38,128,MODE2,20.0,2026-06-04T09:55:45.981521
4245000,20.12,38,128,MODE2,20.0,2026-06-04T09:55:50.979947
4250000,20.12,38,128,MODE2,20.0,2026-06-04T09:55:55.985423
4255000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:00.981851
4260000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:05.978411
4265000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:10.980005
4270000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:15.979136
4275000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:20.977625
4280000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:25.978715
4285000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:30.981052
4290000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:35.978962
4295000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:40.978649
4300000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:45.978260
4305000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:50.978023
4310000,20.12,38,128,MODE2,20.0,2026-06-04T09:56:55.981184
4315000,20.12,38,128,MODE2,20.0,2026-06-04T09:57:00.978262
4320000,20.12,38,128,MODE2,20.0,2026-06-04T09:57:05.980268
4325000,20.12,38,128,MODE2,20.0,2026-06-04T09:57:10.979513
