time_ms,temp_C,peltier_pwm,pump_pwm
524801,22.37,153,128
527468,22.37,153,128
530135,22.37,153,128
532802,22.37,153,128
535469,22.37,153,128
538136,22.37,153,128
540803,22.37,153,128
546137,22.37,153,128
548804,22.37,153,128
551471,22.37,153,128
554138,22.37,153,128
556805,22.37,153,128
559472,22.37,153,128
562139,22.37,153,128
564806,22.37,153,128
567473,22.31,153,128
570140,22.31,153,128
572807,22.31,153,128
575474,22.31,153,128
578141,22.31,153,128
580808,22.31,153,128
583475,22.31,153,128
586142,22.31,153,128
588809,22.31,153,128
591476,22.31,153,128
594143,22.31,153,128
596810,22.31,153,128
599477,22.31,153,128
602144,22.31,153,128
604811,22.31,153,128
607478,22.31,153,128
610145,22.31,153,128
612812,22.25,153,128
615479,22.25,153,128
618146,22.25,153,128
620813,22.25,153,128
623480,22.25,153,128
626147,22.25,153,128
628814,22.25,153,128
631481,22.25,153,128
634148,22.25,153,128
636815,22.25,153,128
639482,22.25,153,128
642149,22.25,153,128
644816,22.25,153,128
647483,22.25,153,128
650150,22.25,153,128
652817,22.25,153,128
655484,22.25,153,128
658151,22.19,153,128
660818,22.19,153,128
663485,22.19,153,128
666152,22.19,153,128
668819,22.19,153,128
671486,22.19,153,128
674153,22.19,153,128
676820,22.19,153,128
679487,22.19,153,128
682154,22.19,153,128
684821,22.19,153,128
687488,22.19,153,128
690155,22.19,153,128
692822,22.19,153,128
695489,22.19,153,128
698156,22.19,153,128
700823,22.12,153,128
703490,22.19,153,128
706157,22.12,153,128
708824,22.12,153,128
711491,22.12,153,128
714158,22.12,153,128
716825,22.12,153,128
719492,22.12,153,128
722159,22.12,153,128
724826,22.12,153,128
727493,22.12,153,128
730160,22.12,153,128
732827,22.12,153,128
735494,22.12,153,128
738161,22.12,153,128
740828,22.12,153,128
743495,22.06,153,128
746162,22.12,153,128
748829,22.12,153,128
751496,22.06,153,128
754163,22.06,153,128
756830,22.06,153,128
759497,22.06,153,128
762164,22.06,153,128
764831,22.06,153,128
767498,22.06,153,128
770165,22.06,153,128
772832,22.06,153,128
775499,22.06,153,128
778166,22.06,153,128
780833,22.06,153,128
783500,22.0,153,128
786167,22.06,153,128
788834,22.06,153,128
791501,22.06,153,128
794168,22.0,153,128
796835,22.0,153,128
799502,22.0,153,128
802169,22.0,153,128
804836,22.0,153,128
807503,22.0,153,128
810170,22.0,153,128
812837,22.0,153,128
815504,22.0,153,128
818171,22.0,153,128
820838,22.0,153,128
823505,22.0,153,128
826172,22.0,153,128
828839,22.0,153,128
831506,22.0,153,128
834173,22.0,153,128
836840,21.94,153,128
839507,21.94,153,128
842174,21.94,153,128
844841,21.94,153,128
847508,21.94,153,128
850175,21.94,153,128
852842,21.94,153,128
855509,21.94,153,128
858176,21.94,153,128
860843,21.94,153,128
863510,21.94,153,128
866177,21.94,153,128
868844,21.94,153,128
871511,21.94,153,128
874178,21.94,153,128
876845,21.87,153,128
879512,21.87,153,128
882179,21.87,153,128
884846,21.87,153,128
887513,21.87,153,128
890180,21.87,153,128
892847,21.87,153,128
895514,21.87,153,128
898181,21.87,153,128
900848,21.87,153,128
903515,21.87,153,128
906182,21.87,153,128
908849,21.87,153,128
911516,21.87,153,128
914183,21.87,153,128
916850,21.87,153,128
919517,21.87,153,128
922184,21.87,153,128
924851,21.87,153,128
927518,21.87,153,128
930185,21.81,153,128
932852,21.81,153,128
935519,21.81,153,128
938186,21.81,153,128
940853,21.81,153,128
943520,21.81,153,128
946187,21.81,153,128
948854,21.81,153,128
951521,21.81,153,128
954188,21.81,153,128
956855,21.81,153,128
959522,21.81,153,128
962189,21.81,153,128
964856,21.81,153,128
967523,21.75,153,128
970190,21.81,153,128
972857,21.81,153,128
975524,21.75,153,128
978191,21.81,153,128
980858,21.75,153,128
983525,21.75,153,128
986192,21.75,153,128
988859,21.75,153,128
991526,21.75,153,128
994193,21.75,153,128
996860,21.75,153,128
999527,21.75,153,128
1002194,21.75,153,128
1004861,21.75,153,128
1007528,21.75,153,128
1010195,21.75,153,128
1012862,21.75,153,128
1015529,21.75,153,128
1018196,21.75,153,128
1020863,21.75,153,128
1023530,21.75,153,128
1026197,21.75,153,128
1028864,21.75,153,128
1031531,21.69,153,128
1034198,21.69,153,128
1036865,21.69,153,128
1039532,21.69,153,128
1042199,21.69,153,128
1044866,21.69,153,128
1047533,21.69,153,128
1050200,21.69,153,128
1052867,21.69,153,128
1055534,21.69,153,128
1058201,21.69,153,128
1060868,21.69,153,128
1063535,21.69,153,128
1066202,21.69,153,128
1068869,21.69,153,128
1071536,21.69,153,128
1074203,21.69,153,128
1076870,21.62,153,128
1079537,21.62,153,128
1082204,21.62,153,128
1084871,21.62,153,128
1087538,21.62,153,128
1090205,21.62,153,128
1092872,21.62,153,128
1095539,21.62,153,128
1098206,21.62,153,128
1100873,21.62,153,128
1103540,21.62,153,128
1106207,21.62,153,128
1108874,21.62,153,128
1111541,21.62,153,128
1114208,21.62,153,128
1116875,21.62,153,128
1119542,21.62,153,128
1122209,21.62,153,128
1124876,21.62,153,128
1127543,21.56,153,128
1130210,21.56,153,128
1132877,21.56,153,128
1135544,21.62,153,128
1138211,21.56,153,128
1140878,21.56,153,128
1143545,21.56,153,128
1146212,21.56,153,128
1148879,21.56,153,128
1151546,21.56,153,128
1154213,21.56,153,128
1156880,21.56,153,128
1159547,21.56,153,128
1162214,21.56,153,128
1164881,21.56,153,128
1167548,21.56,153,128
1170215,21.56,153,128
1172882,21.56,153,128
1175549,21.56,153,128
1178216,21.56,153,128
1180883,21.56,153,128
1183550,21.5,153,128
1186217,21.5,153,128
1188884,21.5,153,128
1191551,21.5,153,128
1194218,21.5,153,128
1196885,21.5,153,128
1199552,21.5,153,128
1202219,21.5,153,128
1204886,21.5,153,128
1207553,21.5,153,128
1210220,21.5,153,128
1212887,21.5,153,128
1215554,21.5,153,128
1218221,21.5,153,128
1220888,21.5,153,128
1223555,21.5,153,128
1226222,21.5,153,128
1228889,21.44,153,128
1231556,21.5,153,128
1234223,21.44,153,128
1236890,21.5,153,128
1239557,21.44,153,128
1242224,21.44,153,128
1244891,21.44,153,128
1247558,21.44,153,128
1250225,21.44,153,128
1252892,21.44,153,128
1255559,21.44,153,128
1258226,21.44,153,128
1260893,21.44,153,128
1263560,21.44,153,128
1266227,21.44,153,128
1268894,21.44,153,128
1271561,21.44,153,128
1274228,21.44,153,128
1276895,21.44,153,128
1279562,21.44,153,128
1282229,21.44,153,128
1284896,21.44,153,128
1287563,21.37,153,128
1290230,21.37,153,128
1292897,21.37,153,128
1295564,21.37,153,128
1298231,21.37,153,128
1300898,21.37,153,128
1303565,21.37,153,128
1306232,21.37,153,128
1308899,21.37,153,128
1311566,21.37,153,128
1314233,21.37,153,128
1316900,21.37,153,128
1319567,21.37,153,128
1322234,21.37,153,128
1324901,21.37,153,128
1327568,21.37,153,128
1330235,21.37,153,128
1332902,21.37,153,128
1335569,21.37,153,128
1338236,21.37,153,128
1340903,21.31,153,128
1343570,21.37,153,128
1346237,21.37,153,128
1348904,21.31,153,128
1351571,21.37,153,128
1354238,21.31,153,128
1356905,21.31,153,128
1359572,21.37,153,128
1362239,21.31,153,128
1364906,21.31,153,128
1367573,21.31,153,128
1370240,21.31,153,128
1372907,21.31,153,128
1375574,21.31,153,128
1378241,21.31,153,128
1380908,21.31,153,128
1383575,21.31,153,128
1386242,21.31,153,128
1388909,21.31,153,128
1391576,21.31,153,128
1394243,21.31,153,128
1396910,21.31,153,128
1399577,21.31,153,128
1402244,21.25,153,128
1404911,21.25,153,128
1407578,21.31,153,128
1410245,21.25,153,128
1412912,21.25,153,128
1415579,21.25,153,128
1418246,21.25,153,128
1420913,21.25,153,128
1423580,21.25,153,128
1426247,21.25,153,128
1428914,21.25,153,128
1431581,21.25,153,128
1434248,21.25,153,128
1436915,21.25,153,128
1439582,21.25,153,128
1442249,21.25,153,128
1444916,21.25,153,128
1447583,21.25,153,128
1450250,21.25,153,128
1452917,21.25,153,128
1455584,21.25,153,128
1458251,21.25,153,128
1460918,21.19,153,128
1463585,21.19,153,128
1466252,21.19,153,128
1468919,21.25,153,128
1471586,21.25,153,128
1474253,21.19,153,128
1476920,21.19,153,128
1479587,21.19,153,128
1482254,21.19,153,128
1484921,21.19,153,128
1487588,21.19,153,128
1490255,21.19,153,128
1492922,21.19,153,128
1495589,21.19,153,128
1498256,21.19,153,128
1500923,21.19,153,128
1503590,21.19,153,128
1506257,21.19,153,128
1508924,21.19,153,128
1511591,21.19,153,128
1514258,21.19,153,128
1516925,21.12,153,128
1519592,21.19,153,128
1522259,21.19,153,128
1524926,21.12,153,128
1527593,21.12,153,128
1530260,21.12,153,128
1532927,21.12,153,128
1535594,21.12,153,128
1538261,21.12,153,128
1540928,21.12,153,128
1543595,21.12,153,128
1546262,21.12,153,128
1548929,21.12,153,128
1551596,21.12,153,128
1554263,21.12,153,128
1556930,21.12,153,128
1559597,21.12,153,128
1562264,21.12,153,128
1564931,21.12,153,128
1567598,21.12,153,128
1570265,21.12,153,128
1572932,21.12,153,128
1575599,21.12,153,128
1578266,21.12,153,128
1580933,21.12,153,128
1583600,21.12,153,128
1586267,21.12,153,128
1588934,21.06,153,128
1591601,21.06,153,128
1594268,21.06,153,128
1596935,21.12,153,128
1599602,21.06,153,128
1602269,21.06,153,128
1604936,21.06,153,128
1607603,21.06,153,128
1610270,21.06,153,128
1612937,21.06,153,128
1615604,21.06,153,128
1618271,21.06,153,128
1620938,21.06,153,128
1623605,21.06,153,128
1626272,21.06,153,128
1628939,21.06,153,128
1631606,21.06,153,128
1634273,21.06,153,128
1636940,21.06,153,128
1639607,21.06,153,128
1642274,21.06,153,128
1644941,21.06,153,128
1647608,21.06,153,128
1650275,21.06,153,128
1652942,21.06,153,128
1655609,21.0,153,128
1658276,21.0,153,128
1660943,21.0,153,128
1663610,21.0,153,128
1666277,21.0,153,128
1668944,21.0,153,128
1671611,21.0,153,128
1674278,21.0,153,128
1676945,21.0,153,128
1679612,21.0,153,128
1682279,21.0,153,128
1684946,21.0,153,128
1687613,21.0,153,128
1690280,21.0,153,128
1692947,21.0,153,128
1695614,21.0,153,128
1698281,21.0,153,128
1700948,21.0,153,128
1703615,21.0,153,128
1706282,21.0,153,128
1708949,21.0,153,128
1711616,20.94,153,128
1714283,21.0,153,128
1716950,21.0,153,128
1719617,20.94,153,128
1722284,20.94,153,128
1724581,20.94,153,128
1727248,20.94,153,128
1729915,20.94,153,128
1732582,20.94,153,128
1735249,20.94,153,128
1737916,20.94,153,128
1740561,20.94,153,128
1743228,20.94,153,128
1745895,20.94,153,128
1748562,20.94,153,128
1751229,20.94,153,128
1753896,20.94,153,128
1756563,20.94,153,128
1759230,20.94,153,128
1761897,20.94,153,128
1764564,20.94,153,128
1767231,20.94,153,128
1769898,20.87,153,128
1772565,20.94,153,128
1775232,20.87,153,128
1777899,20.87,153,128
1780566,20.87,153,128
1783233,20.87,153,128
1785900,20.87,153,128
1788567,20.87,153,128
1791234,20.87,153,128
1793901,20.87,153,128
1796568,20.87,153,128
1799235,20.87,153,128
1801902,20.87,153,128
1804569,20.87,153,128
1807236,20.87,153,128
1809903,20.87,153,128
1812570,20.87,153,128
1815237,20.87,153,128
1817904,20.87,153,128
1820571,20.87,153,128
1823238,20.87,153,128
1825905,20.87,153,128
1828572,20.87,153,128
1831239,20.87,153,128
1833906,20.87,153,128
1836573,20.87,153,128
1839240,20.87,153,128
1841907,20.81,153,128
1844574,20.81,153,128
1847241,20.81,153,128
1849908,20.81,153,128
1852575,20.81,153,128
1855242,20.81,153,128
1857909,20.81,153,128
1860576,20.81,153,128
1863243,20.81,153,128
1865910,20.81,153,128
1868577,20.81,153,128
1871244,20.81,153,128
1873911,20.81,153,128
1876578,20.81,153,128
1879245,20.81,153,128
1881912,20.81,153,128
1884579,20.81,153,128
1887246,20.81,153,128
1889913,20.81,153,128
1892580,20.81,153,128
1895247,20.81,153,128
1897914,20.81,153,128
1900581,20.75,153,128
1903248,20.75,153,128
1905915,20.75,153,128
1908582,20.81,153,128
1911249,20.75,153,128
1913916,20.75,153,128
1916583,20.75,153,128
1919250,20.75,153,128
1921917,20.75,153,128
1924584,20.75,153,128
1927251,20.75,153,128
1929918,20.75,153,128
1932585,20.75,153,128
1935252,20.75,153,128
1937919,20.75,153,128
1940586,20.75,153,128
1943253,20.75,153,128
1945920,20.75,153,128
1948587,20.75,153,128
1951254,20.75,153,128
1953921,20.75,153,128
1956588,20.69,153,128
1959255,20.69,153,128
1961922,20.75,153,128
1964589,20.75,153,128
1967256,20.75,153,128
1969923,20.69,153,128
1972590,20.69,153,128
1975257,20.69,153,128
1977924,20.69,153,128
1980591,20.69,153,128
1983258,20.69,153,128
1985925,20.69,153,128
1988592,20.69,153,128
1991259,20.69,153,128
1993926,20.69,153,128
1996593,20.69,153,128
1999260,20.69,153,128
2001927,20.69,153,128
2004594,20.69,153,128
2007261,20.69,153,128
2009928,20.69,153,128
2012595,20.69,153,128
2015262,20.69,153,128
2017929,20.69,153,128
2020596,20.69,153,128
2023263,20.69,153,128
2025930,20.69,153,128
2028597,20.69,153,128
2031264,20.69,153,128
2033931,20.69,153,128
2036598,20.62,153,128
2039265,20.62,153,128
2041932,20.69,153,128
2044599,20.62,153,128
2047266,20.62,153,128
2049933,20.62,153,128
2052600,20.62,153,128
2055267,20.62,153,128
2057934,20.62,153,128
2060601,20.62,153,128
2063268,20.62,153,128
2065935,20.62,153,128
2068602,20.62,153,128
2071269,20.62,153,128
2073936,20.62,153,128
2076603,20.62,153,128
2079270,20.62,153,128
2081937,20.62,153,128
2084604,20.62,153,128
2087271,20.62,153,128
2089938,20.62,153,128
2092605,20.62,153,128
2095272,20.62,153,128
2097939,20.62,153,128
2100606,20.56,153,128
2103273,20.56,153,128
2105940,20.62,153,128
2108607,20.62,153,128
2111274,20.56,153,128
2113941,20.62,153,128
2116608,20.56,153,128
2119275,20.56,153,128
2121942,20.56,153,128
2124609,20.56,153,128
2127276,20.56,153,128
2129943,20.56,153,128
2132610,20.56,153,128
2135277,20.56,153,128
2137944,20.56,153,128
2140611,20.56,153,128
2143278,20.56,153,128
2145945,20.56,153,128
2148612,20.56,153,128
2151279,20.56,153,128
2153946,20.56,153,128
2156613,20.56,153,128
2159280,20.56,153,128
2161947,20.56,153,128
2164614,20.56,153,128
2167281,20.56,153,128
2169948,20.56,153,128
2172615,20.5,153,128
2175282,20.56,153,128
2177949,20.56,153,128
2180616,20.5,153,128
2183283,20.5,153,128
2185950,20.5,153,128
2188617,20.56,153,128
2191284,20.5,153,128
2193951,20.5,153,128
2196618,20.5,153,128
2199285,20.5,153,128
2201952,20.5,153,128
2204619,20.5,153,128
2207286,20.5,153,128
2209953,20.5,153,128
2212620,20.5,153,128
2215287,20.5,153,128
2217954,20.5,153,128
2220621,20.5,153,128
2223288,20.5,153,128
2225955,20.5,153,128
2228622,20.5,153,128
2231289,20.5,153,128
2233956,20.5,153,128
2236623,20.5,153,128
2239290,20.5,153,128
2241957,20.5,153,128
2244624,20.5,153,128
2247291,20.5,153,128
2249958,20.5,153,128
2252625,20.5,153,128
2255292,20.5,153,128
2257959,20.5,153,128
2260626,20.44,153,128
2263293,20.5,153,128
2265960,20.44,153,128
2268627,20.5,153,128
2271294,20.44,153,128
2273961,20.44,153,128
2276628,20.44,153,128
2279295,20.44,153,128
2281962,20.44,153,128
2284629,20.44,153,128
2287296,20.44,153,128
2289963,20.44,153,128
2292630,20.44,153,128
2295297,20.44,153,128
2297964,20.44,153,128
2300631,20.44,153,128
2303298,20.44,153,128
2305965,20.44,153,128
2308632,20.44,153,128
2311299,20.44,153,128
2313966,20.44,153,128
2316633,20.44,153,128
2319300,20.44,153,128
2321967,20.44,153,128
2324634,20.44,153,128
2327301,20.37,153,128
2329968,20.37,153,128
2332635,20.44,153,128
2335302,20.37,153,128
2337969,20.37,153,128
2340636,20.37,153,128
2343303,20.37,153,128
2345970,20.37,153,128
2348637,20.37,153,128
2351304,20.37,153,128
2353971,20.37,153,128
2356603,20.37,153,128
2359270,20.37,153,128
2361937,20.37,153,128
2364604,20.37,153,128
2367271,20.37,153,128
2369938,20.37,153,128
2372605,20.37,153,128
2375272,20.37,153,128
2377939,20.37,153,128
2380606,20.37,153,128
2383273,20.37,153,128
2385940,20.37,153,128
2388607,20.37,153,128
2391274,20.37,153,128
2393941,20.37,153,128
2396608,20.31,153,128
2399275,20.37,153,128
2401942,20.37,153,128
2404609,20.31,153,128
2407276,20.31,153,128
2409943,20.37,153,128
2412610,20.37,153,128
2415277,20.31,153,128
2417944,20.31,153,128
2420611,20.31,153,128
2423278,20.31,153,128
2425945,20.31,153,128
2428612,20.31,153,128
2431279,20.31,153,128
2433946,20.31,153,128
2436613,20.31,153,128
2439280,20.31,153,128
2441947,20.31,153,128
2444614,20.31,153,128
2447281,20.31,153,128
2449948,20.31,153,128
2452615,20.31,153,128
2455282,20.31,153,128
2457949,20.31,153,128
2460616,20.31,153,128
2463283,20.31,153,128
2465950,20.31,153,128
2468617,20.31,153,128
2471284,20.25,153,128
2473951,20.31,153,128
2476618,20.25,153,128
2479285,20.25,153,128
2481952,20.31,153,128
2484619,20.25,153,128
2487286,20.25,153,128
2489953,20.25,153,128
2492620,20.25,153,128
2495287,20.25,153,128
2497954,20.25,153,128
2500621,20.25,153,128
2503288,20.25,153,128
2505955,20.25,153,128
2508622,20.25,153,128
2511289,20.25,153,128
2513956,20.25,153,128
2516623,20.25,153,128
2519290,20.25,153,128
2521957,20.25,153,128
2524624,20.25,153,128
2527291,20.25,153,128
2529958,20.25,153,128
2532625,20.25,153,128
2535292,20.25,153,128
2537959,20.25,153,128
2540626,20.25,153,128
2543293,20.25,153,128
2545960,20.25,153,128
2548627,20.25,153,128
2551294,20.25,153,128
2553961,20.19,153,128
2556628,20.19,153,128
2559295,20.25,153,128
2561962,20.19,153,128
2564629,20.19,153,128
2567296,20.19,153,128
2569963,20.19,153,128
2572630,20.19,153,128
2575297,20.19,153,128
2577964,20.19,153,128
2580631,20.19,153,128
2583298,20.19,153,128
2585965,20.19,153,128
2588632,20.19,153,128
2591299,20.19,153,128
2593966,20.19,153,128
2596633,20.19,153,128
2599300,20.19,153,128
2601967,20.19,153,128
2604634,20.19,153,128
2607301,20.19,153,128
2612617,20.19,153,128
2615284,20.19,153,128
2617951,20.19,153,128
2620618,20.19,153,128
2623285,20.12,153,128
2625952,20.12,153,128
2628619,20.12,153,128
2631286,20.19,153,128
2633953,20.12,153,128
2636620,20.12,153,128
2639287,20.12,153,128
2641954,20.12,153,128
2644621,20.12,153,128
2647288,20.12,153,128
2649955,20.12,153,128
2652622,20.12,153,128
2655289,20.12,153,128
2657956,20.12,153,128
2660623,20.12,153,128
2663290,20.12,153,128
2665957,20.12,153,128
2668624,20.12,153,128
2671291,20.12,153,128
2673958,20.12,153,128
2676625,20.12,153,128
2679292,20.12,153,128
2681959,20.12,153,128
2684626,20.12,153,128
2687293,20.12,153,128
2689960,20.12,153,128
2692627,20.12,153,128
2695294,20.12,153,128
2697961,20.12,153,128
2700628,20.12,153,128
2703295,20.12,153,128
2705962,20.12,153,128
2708629,20.06,153,128
2711296,20.12,153,128
2713963,20.12,153,128
2716630,20.12,153,128
2719297,20.06,153,128
2721964,20.06,153,128
2724631,20.06,153,128
2727298,20.06,153,128
2729965,20.06,153,128
2732632,20.06,153,128
2735299,20.06,153,128
2737966,20.06,153,128
2740633,20.06,153,128
2743300,20.06,153,128
2745967,20.06,153,128
2748634,20.06,153,128
2751301,20.06,153,128
2753968,20.06,153,128
2756635,20.06,153,128
2759302,20.06,153,128
2764636,20.06,153,128
2767303,20.06,153,128
2769970,20.06,153,128
2772637,20.06,153,128
2775304,20.06,153,128
2777971,20.06,153,128
2780638,20.06,153,128
2783305,20.06,153,128
2785972,20.06,153,128
2788639,20.06,153,128
2791306,20.0,153,128
2793973,20.0,153,128
2796640,20.0,153,128
2799307,20.0,153,128
2801974,20.0,153,128
2804641,20.0,153,128
2807308,20.0,153,128
2809975,20.0,153,128
2812642,20.0,153,128
2814917,20.0,153,128
2817584,20.0,153,128
2820251,20.0,153,128
2822918,20.0,153,128
2825585,20.0,153,128
2828252,20.0,153,128
2830919,20.0,153,128
2833586,20.0,153,128
2836253,20.0,153,128
2838920,20.0,153,128
2841587,20.0,153,128
2844254,20.0,153,128
2846921,20.0,153,128
2849588,20.0,153,128
2852255,20.0,153,128
2854922,20.0,153,128
2857589,20.0,153,128
2860256,20.0,153,128
2862923,20.0,153,128
2865590,20.0,153,128
2868257,19.94,153,128
2870924,20.0,153,128
2873591,20.0,153,128
2876258,19.94,153,128
2878925,20.0,153,128
2881592,20.0,153,128
2884259,19.94,153,128
2886926,19.94,153,128
2889593,20.0,153,128
2892260,19.94,153,128
2894927,19.94,153,128
2897594,19.94,153,128
2900261,19.94,153,128
2902928,19.94,153,128
2905595,19.94,153,128
2908262,19.94,153,128
2910929,19.94,153,128
2913596,19.94,153,128
2916263,19.94,153,128
2918930,19.94,153,128
2921597,19.94,153,128
2924264,19.94,153,128
2926931,19.94,153,128
2929598,19.94,153,128
2932265,19.94,153,128
2934932,19.94,153,128
2937599,19.94,153,128
2940266,19.94,153,128
2942933,19.94,153,128
2945600,19.94,153,128
2948267,19.94,153,128
2950934,19.94,153,128
2953601,19.94,153,128
2956268,19.87,153,128
2958935,19.94,153,128
2961602,19.94,153,128
2964269,19.87,153,128
2966936,19.94,153,128
2969603,19.87,153,128
2972270,19.87,153,128
2974937,19.87,153,128
2977604,19.87,153,128
2980271,19.87,153,128
2982938,19.87,153,128
2985605,19.87,153,128
2988272,19.87,153,128
2990939,19.87,153,128
2993606,19.87,153,128
2996273,19.87,153,128
2998940,19.87,153,128
3001607,19.87,153,128
3004274,19.87,153,128
3006941,19.87,153,128
3009608,19.87,153,128
3012275,19.87,153,128
3014942,19.87,153,128
3017609,19.87,153,128
3020276,19.87,153,128
3022943,19.87,153,128
3025610,19.87,153,128
3028277,19.87,153,128
3030944,19.87,153,128
3033611,19.87,153,128
3036278,19.87,153,128
3038945,19.87,153,128
3041612,19.87,153,128
3044279,19.87,153,128
3046946,19.81,153,128
3049613,19.87,153,128
3052280,19.87,153,128
3054947,19.87,153,128
3057614,19.81,153,128
3060281,19.81,153,128
3062948,19.87,153,128
3065615,19.87,153,128
3068282,19.81,153,128
3070949,19.81,153,128
3073616,19.87,153,128
3076283,19.81,153,128
3078950,19.81,153,128
3081617,19.81,153,128
3084284,19.81,153,128
3086951,19.81,153,128
3089618,19.81,153,128
3092285,19.81,153,128
3094952,19.81,153,128
3097619,19.81,153,128
3100286,19.81,153,128
3102953,19.81,153,128
3105620,19.81,153,128
3108287,19.81,153,128
3110954,19.81,153,128
3113621,19.81,153,128
3116288,19.81,153,128
3118955,19.81,153,128
3121622,19.81,153,128
3124289,19.81,153,128
3126956,19.81,153,128
3129623,19.81,153,128
3132290,19.81,153,128
3134957,19.81,153,128
3137624,19.81,153,128
3140291,19.81,153,128
3142958,19.81,153,128
3145625,19.81,153,128
3148292,19.81,153,128
3150959,19.81,153,128
3153626,19.81,153,128
3156293,19.81,153,128
3158960,19.75,153,128
3161627,19.81,153,128
3164294,19.81,153,128
3166961,19.81,153,128
3169628,19.81,153,128
3172295,19.75,153,128
3174962,19.81,153,128
3177629,19.81,153,128
3180296,19.75,153,128
3182963,19.75,153,128
3185630,19.75,153,128
